date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2021-03-23 18:30:00+00:00,81.0,31.7215,23.521502,37.354755,27.246042,0,0,43692.08,38908.45,9.2,9.35,7.7000003,0.099999905,7.6,0.0,7.0,,20.633371,25.56,274.79672,22.13,4.665484
2021-03-24 18:30:00+00:00,51.0,30.1215,23.1215,33.496666,26.52286,0,0,43714.96,27304.06,6.25,9.35,0.1,0.0,0.1,0.0,1.0,,19.469976,19.08,111.58987,11.92,2.8550868
2021-03-25 18:30:00+00:00,80.0,31.2215,23.4715,36.459106,26.517534,0,0,43737.76,35690.484,9.1,9.4,3.3,0.0,3.3,0.0,4.0,,21.9718,18.72,232.87755,20.15,4.348031
2021-03-26 18:30:00+00:00,81.0,31.921501,23.771502,36.892056,26.613302,0,0,43760.457,34255.625,8.65,9.4,12.600001,4.8,7.8,0.0,8.0,,21.746502,18.0,218.92758,20.26,4.429777
2021-03-27 18:30:00+00:00,53.0,31.7215,23.1215,36.682762,24.374025,0,0,43783.035,39436.324,8.6,9.35,1.1,0.0,1.1,0.0,2.0,,21.53089,35.28,146.30992,24.19,5.269131
2021-03-28 18:30:00+00:00,81.0,30.6215,22.6215,36.15647,25.642902,0,0,43805.496,40869.316,9.35,9.35,16.3,0.10000014,16.199999,0.0,7.0,,21.42227,20.880001,228.21814,26.58,5.474088
2021-03-29 18:30:00+00:00,80.0,30.8215,23.521502,36.687016,26.992693,0,0,43827.97,31562.39,8.9,9.35,3.3,1.9999998,1.3000001,0.0,4.0,,16.179985,15.119999,186.42879,16.74,3.7029948
2021-03-30 18:30:00+00:00,51.0,31.6215,24.521502,36.80769,28.554039,0,0,43850.51,40886.344,9.35,9.35,0.2,0.0,0.2,0.0,2.0,,20.724247,17.64,220.50435,23.8,5.164915
2021-03-31 18:30:00+00:00,80.0,31.521502,25.2215,36.511234,29.985874,0,0,43873.105,40668.414,9.3,9.3,2.5,0.0,2.5,0.0,5.0,,21.03152,20.519999,230.85442,26.02,5.5711627
2021-04-01 18:30:00+00:00,53.0,31.2215,25.3215,36.79198,29.833374,0,0,43895.74,40630.582,9.1,9.25,3.8,0.0,3.8,0.0,13.0,,22.59699,22.68,233.5858,25.12,5.233211
2021-04-02 18:30:00+00:00,51.0,30.521502,26.0715,35.258728,29.63573,0,0,43918.395,40776.316,8.75,9.3,0.1,0.0,0.1,0.0,1.0,,19.443333,18.72,250.75598,25.6,5.5137997
2021-04-03 18:30:00+00:00,3.0,31.021502,23.671501,35.268986,26.986254,0,0,43941.06,40992.07,9.2,9.3,0.0,0.0,0.0,0.0,0.0,,19.110542,15.4800005,244.29813,27.12,5.732164
2021-04-04 18:30:00+00:00,80.0,31.421501,24.771502,36.317657,28.693645,0,0,43963.715,40883.47,9.25,9.25,1.9000001,0.0,1.9000001,0.0,2.0,,21.42227,16.199999,242.04288,26.94,5.6289854
2021-04-05 18:30:00+00:00,80.0,32.1215,25.521502,37.845776,30.428268,0,0,43986.35,40667.65,9.1,9.25,5.0,0.0,5.0,0.0,13.0,,25.223133,20.16,258.98474,26.51,5.4908433
2021-04-06 18:30:00+00:00,51.0,31.6215,23.521502,36.012077,26.912876,0,0,44008.95,40774.99,9.05,9.25,0.4,0.0,0.4,0.0,3.0,,24.023088,18.72,192.94502,26.64,5.662925
2021-04-07 18:30:00+00:00,55.0,30.8215,23.421501,34.893017,26.474459,0,0,44031.49,40667.477,8.55,9.2,2.5,0.0,2.5,0.0,4.0,,20.598795,13.679999,228.88799,25.01,5.3880467
2021-04-08 18:30:00+00:00,80.0,31.1215,23.1215,35.967545,26.895765,0,0,44053.965,40774.5,9.2,9.25,2.6,0.0,2.6,0.0,5.0,,19.914217,13.32,218.48024,24.62,5.292448
2021-04-09 18:30:00+00:00,80.0,31.7215,23.521502,36.691116,26.940317,0,0,44076.35,40453.68,9.0,9.25,4.4,0.0,4.4,0.0,7.0,,18.899143,15.84,199.89551,25.66,5.540936
2021-04-10 18:30:00+00:00,81.0,31.3215,23.8215,36.76783,27.616753,0,0,44098.64,38275.625,9.3,9.3,12.0,0.0,12.0,0.0,8.0,,18.391735,13.32,218.70189,21.91,4.687433
2021-04-11 18:30:00+00:00,81.0,30.921501,24.521502,35.783962,28.759018,0,0,44120.81,40347.94,8.0,9.25,14.800001,0.7,14.1,0.0,15.0,,14.707222,11.5199995,270.17792,22.75,4.8908334
2021-04-12 18:30:00+00:00,81.0,31.3215,23.6215,36.993286,27.514423,0,0,44142.844,40242.133,8.6,9.2,15.599999,0.0,15.599999,0.0,13.0,,14.81259,14.4,185.52744,24.52,5.170572
2021-04-13 18:30:00+00:00,81.0,31.421501,24.1215,37.037785,28.150967,0,0,44164.727,37812.836,8.55,9.2,18.000002,3.7,14.3,0.0,12.0,,15.277749,15.119999,168.73235,22.93,4.825115
2021-04-14 18:30:00+00:00,80.0,30.7215,23.7215,36.28368,27.701916,0,0,44186.44,40562.03,8.6,9.2,7.4999995,0.0,7.4999995,0.0,12.0,,18.472595,14.759999,199.32329,23.8,4.951166
2021-04-15 18:30:00+00:00,80.0,31.7215,23.8215,37.045216,28.154766,0,0,44207.97,40456.426,9.2,9.2,10.900001,0.0,10.900001,0.0,14.0,,19.93048,17.28,205.99124,25.9,5.4787197
2021-04-16 18:30:00+00:00,80.0,30.921501,24.7215,35.266476,28.661,0,0,44229.293,26097.262,6.35,9.1,3.6999998,0.1,3.6,0.0,6.0,,16.575644,18.0,188.70009,12.64,3.171446
2021-04-17 18:30:00+00:00,81.0,30.2215,24.3215,35.562912,27.962673,0,0,44250.395,40563.504,8.8,9.15,22.5,0.29999995,22.2,0.0,7.0,,17.10284,21.96,194.55922,25.41,5.236375
2021-04-18 18:30:00+00:00,51.0,31.6215,23.7215,36.108204,27.0843,0,0,44271.43,40669.902,8.05,9.1,0.1,0.0,0.1,0.0,1.0,,18.94024,20.16,206.43958,23.73,5.217155
2021-04-19 18:30:00+00:00,53.0,31.1215,24.8215,36.696293,29.059734,0,0,44292.438,40458.957,8.4,9.05,4.6,0.0,4.6,0.0,14.0,,17.462782,15.4800005,227.27548,23.23,4.858535
2021-04-20 18:30:00+00:00,53.0,30.8215,24.2215,36.486618,28.593369,0,0,44313.39,40459.656,8.65,9.05,1.7000002,0.0,1.7000002,0.0,7.0,,16.516901,17.28,211.83984,24.29,5.102206
2021-04-21 18:30:00+00:00,80.0,30.6215,24.6215,36.54392,29.069168,0,0,44334.285,40354.715,9.0,9.0,7.5,0.0,7.5,0.0,13.0,,16.418526,16.199999,224.64188,25.79,5.34147
2021-04-22 18:30:00+00:00,81.0,30.6215,25.8215,36.034004,30.476135,0,0,44355.098,40355.516,9.05,9.05,26.3,0.9,25.4,0.0,18.0,,17.698677,14.759999,249.62038,24.59,5.038869
2021-04-23 18:30:00+00:00,55.0,31.021502,24.8215,37.122143,29.442917,0,0,44375.82,40461.97,9.1,9.1,2.9,0.0,2.9,0.0,9.0,,17.447933,15.4800005,220.94052,26.05,5.4048347
2021-04-24 18:30:00+00:00,80.0,31.3215,24.3215,37.644913,28.741043,0,0,44396.434,40462.8,8.5,9.05,3.0,0.0,3.0,0.0,6.0,,21.602999,16.199999,223.05026,23.88,5.0018945
2021-04-25 18:30:00+00:00,53.0,31.421501,24.021502,37.21575,28.285728,0,0,44416.918,40477.13,9.05,9.1,0.8,0.0,0.8,0.0,3.0,,18.455048,15.119999,200.07831,25.97,5.3914104
2021-04-26 18:30:00+00:00,51.0,31.521502,24.521502,36.898853,28.934772,0,0,44437.258,40581.816,8.1,9.0,0.90000004,0.0,0.90000004,0.0,5.0,,19.130875,16.199999,203.92984,23.76,5.0617423
2021-04-27 18:30:00+00:00,51.0,32.0215,26.2215,37.392036,30.858246,0,0,44457.438,40475.2,8.8,9.0,1.8000002,0.0,1.9000002,0.0,12.0,,19.809813,18.359999,218.64656,26.0,5.725587
2021-04-28 18:30:00+00:00,53.0,31.021502,25.8215,36.62018,30.528584,0,0,44477.434,40368.527,8.8,9.0,4.3999996,0.0,4.3999996,0.0,15.0,,17.377226,13.679999,220.90898,23.24,4.919664
2021-04-29 18:30:00+00:00,80.0,31.2215,24.8215,37.19249,29.52834,0,0,44497.24,40361.73,8.65,9.0,9.5,0.0,9.5,0.0,11.0,,17.294992,12.599999,227.61687,25.46,5.266472
2021-04-30 18:30:00+00:00,81.0,31.2215,24.6215,36.760597,28.703152,0,0,44516.824,40324.492,7.8,8.95,10.5,0.2,10.400001,0.0,10.0,,16.641972,21.96,182.12105,22.41,4.8048863
2021-05-01 18:30:00+00:00,80.0,30.2215,24.2215,35.05235,28.485146,0,0,44536.18,28222.867,6.8,8.95,4.0,0.19999999,3.8,0.0,9.0,,14.044615,10.799999,160.63257,14.98,3.262185
2021-05-02 18:30:00+00:00,81.0,30.921501,24.6215,36.964146,28.73452,0,0,44555.273,34814.355,8.6,8.95,11.500001,3.0,8.500001,0.0,12.0,,16.454008,11.879999,201.56442,17.98,3.9185872
2021-05-03 18:30:00+00:00,81.0,31.1215,23.921501,37.044056,28.089634,0,0,44574.1,37419.195,8.9,8.95,40.7,36.199997,4.5,0.0,5.0,,16.203999,15.119999,200.15527,22.65,4.722599
2021-05-04 18:30:00+00:00,51.0,30.8215,24.3215,36.023426,28.580326,0,0,44592.64,40154.176,6.95,8.95,0.1,0.0,0.1,0.0,1.0,,14.440443,13.679999,194.38144,18.93,4.1002765
2021-05-05 18:30:00+00:00,81.0,31.6215,24.6215,37.909946,29.152706,0,0,44610.863,40431.25,8.55,8.85,10.1,0.0,10.1,0.0,8.0,,14.264361,9.0,200.14487,24.93,5.2126584
2021-05-06 18:30:00+00:00,81.0,31.8215,24.6215,38.207546,29.20375,0,0,44628.76,39146.92,8.6,8.9,12.1,0.0,12.1,0.0,9.0,,14.869351,16.56,199.32327,23.53,4.968683
2021-05-07 18:30:00+00:00,80.0,31.2215,24.7215,37.569355,29.370495,0,0,44646.312,34460.92,7.9,8.9,6.4999995,0.20000005,6.2999997,0.0,7.0,,16.279802,15.119999,182.0014,18.73,4.11204
2021-05-08 18:30:00+00:00,81.0,33.0215,24.521502,38.913376,28.846523,0,0,44663.645,39722.312,8.9,8.9,21.599998,0.0,21.599998,0.0,12.0,,17.068707,17.64,178.70541,23.71,5.153932
2021-05-09 18:30:00+00:00,80.0,32.2215,24.921501,37.658245,29.357868,0,0,44680.8,40050.52,8.85,8.9,3.6999998,0.0,3.6999998,0.0,7.0,,18.844202,15.4800005,177.84535,25.18,5.4327703
2021-05-10 18:30:00+00:00,80.0,32.0215,24.8215,37.374645,28.720001,0,0,44697.76,40433.52,8.4,8.85,3.6999998,0.0,3.6999998,0.0,5.0,,18.504139,13.679999,197.83511,24.48,5.3217397
2021-05-11 18:30:00+00:00,81.0,31.421501,24.921501,36.57856,29.390709,0,0,44714.516,39679.117,8.75,8.85,20.0,2.1999998,17.8,0.0,16.0,,25.683926,27.0,218.4444,22.96,4.900132
2021-05-12 18:30:00+00:00,81.0,29.921501,25.3215,35.056534,30.178616,0,0,44731.047,39630.492,5.95,8.75,55.9,1.9999998,53.899998,0.0,24.0,,25.20257,33.12,263.21304,16.37,3.6471453
2021-05-13 18:30:00+00:00,81.0,29.021502,24.421501,32.545036,29.129353,0,0,44747.336,11577.398,4.65,8.8,39.400005,18.400003,21.000002,0.0,17.0,,17.283749,24.119999,274.17783,5.84,1.4808183
2021-05-14 18:30:00+00:00,81.0,30.3215,24.421501,35.094852,28.133602,0,0,44763.363,9327.079,5.35,8.8,29.800001,3.0,26.8,0.0,17.0,,29.370352,37.44,246.72711,6.56,1.9624368
2021-05-15 18:30:00+00:00,80.0,31.3215,26.1215,37.084915,30.952663,0,0,44779.12,40437.594,8.55,8.8,5.499999,0.0,5.499999,0.0,14.0,,14.578888,16.56,237.79138,23.52,4.946317
2021-05-16 18:30:00+00:00,53.0,31.3215,25.921501,37.134205,31.331139,0,0,44794.582,40657.53,8.8,8.8,1.0,0.0,1.0,0.0,4.0,,15.484185,14.759999,242.05922,25.21,5.2436275
2021-05-17 18:30:00+00:00,53.0,31.1215,26.6215,36.976097,32.141415,0,0,44809.742,40549.496,8.75,8.75,2.1,0.0,2.1,0.0,10.0,,17.163355,15.119999,241.59958,25.07,5.291324
2021-05-18 18:30:00+00:00,80.0,31.2215,26.2215,37.059708,31.383831,0,0,44824.574,40550.99,8.7,8.75,8.099999,0.0,8.099999,0.0,19.0,,18.472595,16.56,215.75676,24.45,5.124493
2021-05-19 18:30:00+00:00,80.0,30.7215,25.2215,36.039097,29.82835,0,0,44839.062,39657.203,8.35,8.7,22.000002,0.0,22.000002,0.0,22.0,,20.466246,19.08,206.15483,23.87,4.9479384
2021-05-20 18:30:00+00:00,80.0,29.421501,25.6215,34.520645,30.007938,0,0,44853.195,40385.94,7.65,8.7,29.800005,0.0,29.800005,0.0,24.0,,20.767975,20.880001,204.25076,20.16,4.089171
2021-05-21 18:30:00+00:00,81.0,29.7215,25.3215,34.1914,29.913738,0,0,44866.945,40387.113,8.45,8.7,25.7,0.0,25.7,0.0,24.0,,24.192429,25.199999,200.90344,20.79,4.334602
2021-05-22 18:30:00+00:00,81.0,29.521502,26.021502,33.87117,29.891476,0,0,44880.3,38755.023,7.5,8.65,41.5,0.0,41.5,0.0,24.0,,23.469128,26.28,218.11948,18.96,4.161264
2021-05-23 18:30:00+00:00,81.0,29.421501,26.8215,32.675293,29.185848,0,0,44893.242,33757.18,6.3,8.7,84.4,0.099999905,84.3,0.0,24.0,,28.963785,38.16,236.13817,13.29,3.5517392
2021-05-24 18:30:00+00:00,81.0,28.021502,25.8215,29.703815,26.6166,0,0,44905.758,15989.42,6.8,8.65,46.300003,1.1000001,45.199997,0.0,20.0,,38.64764,45.36,227.38084,8.6,2.918046
2021-05-25 18:30:00+00:00,80.0,29.8215,26.1215,32.46972,27.91811,0,0,44917.82,24101.258,8.25,8.7,19.8,0.20000002,19.6,0.0,16.0,,32.68871,44.28,262.3658,15.11,4.1710987
2021-05-26 18:30:00+00:00,81.0,29.921501,25.921501,33.3012,26.567661,0,0,44929.414,33369.18,7.75,8.65,35.299995,0.6,34.699997,0.0,20.0,,35.728977,46.079998,258.15543,20.11,4.7850285
2021-05-27 18:30:00+00:00,80.0,29.521502,26.021502,34.120483,29.607128,0,0,44940.527,40452.258,8.35,8.65,26.3,0.0,26.3,0.0,24.0,,25.683926,31.319998,257.7475,22.55,4.610105
2021-05-28 18:30:00+00:00,81.0,29.3215,25.7215,34.227123,30.058079,0,0,44951.246,40682.117,7.75,8.55,30.8,0.100000024,30.699999,0.0,24.0,,22.461807,27.0,257.39682,23.0,4.6079593
2021-05-29 18:30:00+00:00,81.0,30.021502,26.521502,35.18328,29.523636,0,0,44961.594,40569.727,8.4,8.55,31.900003,0.0,31.900003,0.0,22.0,,22.691425,27.0,266.09528,24.42,5.141982
2021-05-30 18:30:00+00:00,81.0,29.6215,26.7215,34.255585,30.14764,0,0,44971.562,40511.023,8.35,8.55,22.400002,0.0,22.400002,0.0,24.0,,24.50381,28.08,262.175,22.83,4.880806
2021-05-31 18:30:00+00:00,55.0,29.921501,25.921501,34.553402,29.580765,0,0,44981.152,40689.145,8.4,8.55,10.7,0.0,10.7,0.0,23.0,,21.398056,22.68,251.14026,24.17,5.0607824
2021-06-01 18:30:00+00:00,53.0,30.021502,25.8215,35.20297,30.048626,0,0,44990.34,40807.684,8.55,8.55,5.2,0.0,5.2,0.0,20.0,,19.9954,23.759998,250.44737,24.56,5.16536
2021-06-02 18:30:00+00:00,81.0,29.8215,26.021502,34.65935,30.106056,0,0,44999.12,40631.16,8.35,8.5,33.8,0.100000024,33.7,0.0,24.0,,21.068459,20.16,241.55714,24.24,4.964214
2021-06-03 18:30:00+00:00,81.0,27.2215,25.2215,31.693607,28.939827,0,0,45007.492,4776.702,3.8,8.55,52.399998,4.6000004,47.899998,0.0,24.0,,18.899143,25.199999,244.32965,4.31,1.3390054
2021-06-04 18:30:00+00:00,81.0,28.8215,24.2215,33.924133,28.52045,0,0,45015.438,31136.287,7.2,8.45,30.199997,0.1,30.099997,0.0,23.0,,18.218275,21.96,229.53598,15.99,3.4067855
2021-06-05 18:30:00+00:00,53.0,30.1215,25.7215,35.053215,30.07703,0,0,45022.95,40635.62,8.5,8.5,3.5,0.0,3.5,0.0,16.0,,21.461555,19.8,232.37846,23.67,4.8742156
2021-06-06 18:30:00+00:00,80.0,30.1215,25.2215,35.460457,29.665173,0,0,45030.016,40584.555,7.8,8.5,16.6,0.0,16.6,0.0,24.0,,18.837322,18.72,225.0512,22.79,4.6216564
2021-06-07 18:30:00+00:00,81.0,29.2215,25.1215,33.675575,29.171421,0,0,45036.633,40586.19,8.5,8.5,65.299995,0.100000024,65.2,0.0,24.0,,24.703974,30.599998,219.3321,24.08,4.8019714
2021-06-08 18:30:00+00:00,81.0,29.021502,24.3215,33.84352,28.810452,0,0,45042.78,35691.652,7.05,8.5,42.9,0.0,43.000004,0.0,24.0,,20.592503,25.199999,229.51785,14.76,3.2578266
2021-06-09 18:30:00+00:00,51.0,29.8215,26.1215,34.488674,29.875347,0,0,45048.47,41001.066,8.45,8.45,4.7999997,0.0,4.7999997,0.0,23.0,,21.758419,25.199999,238.65767,24.03,5.018396
2021-06-10 18:30:00+00:00,53.0,29.8215,25.8215,33.840534,29.465843,0,0,45053.67,41246.117,8.1,8.45,3.9999995,0.1,3.8999996,0.0,17.0,,23.068108,25.199999,239.71165,23.85,4.998855
2021-06-11 18:30:00+00:00,80.0,29.921501,25.421501,34.51855,29.588905,0,0,45058.387,40887.65,8.3,8.5,12.499999,0.0,12.499999,0.0,22.0,,23.565567,27.359999,241.4838,23.08,4.839294
2021-06-12 18:30:00+00:00,81.0,29.6215,25.921501,34.10551,28.814014,0,0,45062.605,40769.297,8.05,8.45,34.199997,0.0,34.199997,0.0,24.0,,24.633049,32.399998,241.75552,23.25,4.8294654
2021-06-13 18:30:00+00:00,81.0,29.1215,25.2215,32.893116,27.8274,0,0,45066.316,33809.605,8.1,8.4,27.3,0.39999998,26.899998,0.0,17.0,,26.282465,30.599998,243.59921,20.62,4.4284277
2021-06-14 18:30:00+00:00,53.0,29.6215,25.8215,33.67203,29.193722,0,0,45069.51,40651.883,8.45,8.45,4.4,0.0,4.4,0.0,18.0,,24.95452,28.8,240.03555,23.68,5.050169
2021-06-15 18:30:00+00:00,53.0,29.7215,25.6215,34.57426,29.74162,0,0,45072.188,41209.293,8.15,8.4,3.9,0.0,4.0,0.0,18.0,,25.212852,29.88,241.47697,23.78,4.800121
2021-06-16 18:30:00+00:00,80.0,29.7215,25.1215,34.389767,28.979702,0,0,45074.332,41147.953,7.3,8.4,10.700001,0.0,10.8,0.0,15.0,,18.448023,26.28,249.57536,22.12,4.5134716
2021-06-17 18:30:00+00:00,51.0,29.921501,25.521502,35.287262,30.31921,0,0,45075.957,41139.715,8.4,8.4,0.70000005,0.0,0.70000005,0.0,7.0,,16.87398,21.599998,253.9058,24.49,4.898808
2021-06-18 18:30:00+00:00,53.0,30.1215,26.1215,35.43575,30.798927,0,0,45077.074,41030.3,8.4,8.4,3.7000003,0.0,3.7000003,0.0,12.0,,18.03237,20.880001,264.3915,23.95,4.9390364
2021-06-19 18:30:00+00:00,51.0,30.1215,26.3215,34.797005,29.91261,0,0,45077.684,39284.36,8.25,8.4,0.2,0.0,0.2,0.0,2.0,,19.416653,22.68,273.5925,21.7,4.8430114
2021-06-20 18:30:00+00:00,53.0,29.6215,25.7215,33.907494,29.999622,0,0,45077.793,41269.41,7.6,8.35,3.499999,0.0,3.499999,0.0,17.0,,21.38897,22.319998,257.9898,21.67,4.584344
2021-06-21 18:30:00+00:00,81.0,29.1215,25.421501,33.328175,29.72041,0,0,45077.4,40261.094,7.25,8.4,29.800001,0.0,29.999998,0.0,24.0,,20.275385,21.24,240.59288,19.51,4.123434
2021-06-22 18:30:00+00:00,80.0,30.2215,24.8215,34.557724,28.749142,0,0,45076.51,41398.37,8.5,8.5,16.400002,0.0,16.400002,0.0,22.0,,21.611996,25.919998,203.66896,24.42,5.0812883
2021-06-23 18:30:00+00:00,81.0,29.521502,24.6215,34.07156,28.607132,0,0,45075.133,41135.707,8.35,8.45,32.799988,0.0,32.799988,0.0,21.0,,19.829433,21.96,228.04381,21.09,4.400544
2021-06-24 18:30:00+00:00,53.0,29.8215,25.8215,34.199947,29.962177,0,0,45073.266,41402.11,7.8,8.4,3.4999995,0.0,3.4999995,0.0,18.0,,21.218632,23.039999,244.48108,23.65,4.889742
2021-06-25 18:30:00+00:00,80.0,29.2215,25.521502,33.999325,29.412708,0,0,45070.918,39734.23,8.1,8.4,20.2,0.0,20.2,0.0,24.0,,21.915693,22.68,246.67114,22.49,4.6407385
2021-06-26 18:30:00+00:00,80.0,29.1215,24.921501,33.24669,28.986565,0,0,45068.086,38763.8,7.9,8.4,22.699997,0.0,22.799997,0.0,24.0,,20.948164,24.119999,228.66911,19.74,4.0569673
2021-06-27 18:30:00+00:00,80.0,29.521502,24.521502,34.41419,28.357079,0,0,45064.79,41406.492,8.2,8.4,13.000001,0.1,12.900001,0.0,16.0,,17.884428,20.16,229.16998,23.15,4.729171
2021-06-28 18:30:00+00:00,80.0,30.3215,24.921501,34.686543,29.041786,0,0,45061.02,40515.855,8.45,8.45,7.999999,0.099999994,7.899999,0.0,16.0,,20.371038,20.16,205.76065,24.09,5.0368776
2021-06-29 18:30:00+00:00,51.0,30.3215,25.1215,35.388294,29.538345,0,0,45056.78,41153.21,8.3,8.45,2.7,0.0,2.8,0.0,18.0,,18.218275,16.919998,201.66905,21.87,4.623046
2021-06-30 18:30:00+00:00,81.0,29.921501,24.6215,34.603004,28.348045,0,0,45052.09,41409.293,8.35,8.45,17.6,0.0,17.6,0.0,21.0,,19.346441,21.96,196.43738,23.74,4.8478527
2021-07-01 18:30:00+00:00,80.0,29.8215,25.1215,34.30382,28.980385,0,0,45046.945,41409.867,8.5,8.5,17.8,0.100000024,17.699999,0.0,22.0,,20.774214,21.96,226.66646,24.49,4.92662
2021-07-02 18:30:00+00:00,81.0,29.8215,25.421501,35.007442,29.635105,0,0,45041.35,41410.24,8.35,8.45,20.7,0.0,20.7,0.0,19.0,,17.727943,18.359999,230.41985,19.51,4.0887766
2021-07-03 18:30:00+00:00,81.0,29.2215,25.3215,33.294834,28.907013,0,0,45035.312,41281.88,8.25,8.45,35.1,0.0,35.1,0.0,24.0,,24.20314,28.08,241.77547,21.72,4.3804245
2021-07-04 18:30:00+00:00,81.0,30.021502,25.921501,35.297142,30.308178,0,0,45028.844,41281.71,8.3,8.5,11.400001,0.0,11.400001,0.0,14.0,,19.416653,19.8,266.1507,22.69,4.619188
2021-07-05 18:30:00+00:00,81.0,29.521502,26.021502,34.406395,29.496765,0,0,45021.938,40765.965,8.1,8.5,19.700003,0.100000024,19.600002,0.0,15.0,,20.929594,26.64,230.67741,21.06,4.4723163
2021-07-06 18:30:00+00:00,80.0,29.8215,25.521502,35.015987,29.45531,0,0,45014.605,41409.855,8.55,8.55,6.299999,0.0,6.299999,0.0,14.0,,19.602652,18.359999,218.96512,24.11,4.908071
2021-07-07 18:30:00+00:00,80.0,29.8215,25.421501,34.71454,29.415005,0,0,45006.773,41538.383,7.95,8.45,9.0,0.0,9.0,0.0,16.0,,19.969458,21.599998,226.10997,22.72,4.672585
2021-07-08 18:30:00+00:00,81.0,29.3215,25.6215,33.63012,28.033073,0,0,44998.43,41021.258,8.35,8.5,48.500004,0.0,48.500004,0.0,24.0,,25.9225,38.16,229.84305,22.91,4.7781916
2021-07-09 18:30:00+00:00,80.0,27.3215,25.8215,28.942371,27.29331,0,0,44989.594,30158.973,5.75,8.4,24.099997,0.19999993,23.899998,0.0,20.0,,30.608469,45.36,261.5792,12.16,3.222675
2021-07-10 18:30:00+00:00,55.0,29.2215,25.8215,32.87948,28.083809,0,0,44980.28,40948.71,7.7,8.55,4.4,0.0,4.5,0.0,10.0,,26.437336,42.48,253.78601,20.49,4.620743
2021-07-11 18:30:00+00:00,53.0,29.421501,25.521502,33.395817,28.65815,0,0,44970.5,41664.523,8.45,8.55,5.7,0.0,5.7,0.0,16.0,,29.655787,40.68,247.0843,23.25,4.8479576
2021-07-12 18:30:00+00:00,51.0,29.521502,26.021502,33.984776,28.767258,0,0,44960.27,41534.098,8.5,8.55,0.6,0.0,0.6,0.0,6.0,,22.539564,35.64,255.98735,22.81,4.8899136
2021-07-13 18:30:00+00:00,53.0,29.521502,25.8215,33.645847,29.800598,0,0,44949.605,41403.49,8.15,8.55,2.1999998,0.0,2.1999998,0.0,9.0,,21.129885,32.760002,255.64471,21.37,4.447238
2021-07-14 18:30:00+00:00,80.0,29.521502,25.1215,33.97106,30.156422,0,0,44938.527,34732.996,7.95,8.55,6.6,0.0,6.6,0.0,10.0,,18.057508,20.16,248.23958,19.45,3.9909616
2021-07-15 18:30:00+00:00,53.0,29.921501,25.521502,35.173058,30.344978,0,0,44927.043,41659.098,8.5,8.6,2.4999995,0.0,2.4999995,0.0,14.0,,18.751125,24.119999,240.24428,23.14,4.7063146
2021-07-16 18:30:00+00:00,51.0,29.3215,25.921501,33.84006,29.642124,0,0,44915.18,41786.58,8.4,8.55,2.1000001,0.0,2.1000001,0.0,13.0,,19.201874,21.599998,257.03815,23.94,4.880644
2021-07-17 18:30:00+00:00,80.0,29.021502,26.021502,31.713116,28.666363,0,0,44902.938,41655.473,8.4,8.6,8.9,0.0,8.9,0.0,19.0,,29.574827,36.36,261.8379,23.7,5.1931553
2021-07-18 18:30:00+00:00,51.0,29.7215,25.921501,33.866028,29.047127,0,0,44890.348,41524.363,8.6,8.6,1.4000001,0.0,1.4000001,0.0,12.0,,23.132626,30.239998,242.1994,24.53,5.285056
2021-07-19 18:30:00+00:00,51.0,29.921501,26.3215,34.078392,29.550655,0,0,44877.41,41522.277,8.5,8.6,0.5,0.0,0.5,0.0,5.0,,19.9954,25.56,247.61089,23.71,5.1858983
2021-07-20 18:30:00+00:00,3.0,29.7215,26.521502,33.179573,29.45914,0,0,44864.15,41391.234,7.95,8.6,0.0,0.0,0.0,0.0,0.0,,24.288662,37.079998,258.8324,22.42,5.114733
2021-07-21 18:30:00+00:00,53.0,29.3215,26.421501,32.363255,29.071987,0,0,44850.58,41260.367,6.85,8.65,3.9,0.0,3.9,0.0,8.0,,25.20257,37.44,249.52083,18.25,4.42735
2021-07-22 18:30:00+00:00,81.0,29.521502,24.6215,32.713802,27.710096,0,0,44836.707,40554.992,8.25,8.65,15.299999,0.0,15.299999,0.0,24.0,,26.562046,38.88,228.07564,22.17,4.8698936
2021-07-23 18:30:00+00:00,80.0,29.2215,24.3215,33.57889,28.258087,0,0,44822.562,41512.645,8.65,8.65,15.000002,0.0,15.000002,0.0,20.0,,21.650938,23.039999,212.82854,23.82,4.6940603
2021-07-24 18:30:00+00:00,80.0,29.3215,24.921501,33.594265,29.044296,0,0,44808.15,40568.133,8.1,8.65,25.0,0.0,25.0,0.0,23.0,,20.291357,24.48,223.53848,20.19,4.168649
2021-07-25 18:30:00+00:00,81.0,28.921501,24.921501,33.728256,29.139809,0,0,44793.48,36995.684,8.65,8.7,20.500002,0.0,20.500002,0.0,14.0,,23.110205,28.8,233.87799,20.49,4.150959
2021-07-26 18:30:00+00:00,80.0,29.6215,25.2215,34.71507,29.792484,0,0,44778.57,41376.45,8.6,8.7,12.299999,0.0,12.299999,0.0,19.0,,21.578989,25.56,230.93819,23.31,4.637243
